year,sex,age,correction,type
2024,M,26,-0.31170086421967197,prevalence
2025,M,26,-0.31185919421675384,prevalence
2026,M,26,-0.31185919421675384,prevalence
2000,F,27,-0.32975373753792203,prevalence
2001,F,27,-0.3287998125298799,prevalence
2002,F,27,-0.32783871924692864,prevalence
2003,F,27,-0.32687740657123615,prevalence
2004,F,27,-0.3259232523278176,prevalence
2005,F,27,-0.3249839507808477,prevalence
2006,F,27,-0.32406740930248334,prevalence
2007,F,27,-0.32318173855831006,prevalence
2008,F,27,-0.3223349261526864,prevalence
2009,F,27,-0.32153491568939957,prevalence
2010,F,27,-0.3207893960481514,prevalence
2011,F,27,-0.3201056992880981,prevalence
2012,F,27,-0.319490679825417,prevalence
2013,F,27,-0.3189506064938489,prevalence
2014,F,27,-0.31849106115319276,prevalence
2015,F,27,-0.3181168451234068,prevalence
2016,F,27,-0.31783191448312653,prevalence
2017,F,27,-0.31763928789267126,prevalence
2018,F,27,-0.31754102413324337,prevalence
2019,F,27,-0.3175381762733638,prevalence
2020,F,27,-0.31763077402021117,prevalence
2021,F,27,-0.31781781869061404,prevalence
2022,F,27,-0.31809731227351296,prevalence
2023,F,27,-0.31846633026330773,prevalence
2024,F,27,-0.3189209002665494,prevalence
2025,F,27,-0.3194563420187375,prevalence
2026,F,27,-0.3194563420187375,prevalence
2000,M,27,-0.3344503741477178,prevalence
2001,M,27,-0.3335014645278959,prevalence
2002,M,27,-0.3324992701042174,prevalence
2003,M,27,-0.3314473949218024,prevalence
2004,M,27,-0.3303504130900613,prevalence
2005,M,27,-0.3292139198466606,prevalence
2006,M,27,-0.32804451862610745,prevalence
2007,M,27,-0.32684973295188624,prevalence
2008,M,27,-0.3256380346592617,prevalence
2009,M,27,-0.3244186955628716,prevalence
2010,M,27,-0.3232017007373781,prevalence
2011,M,27,-0.3219976183621937,prevalence
2012,M,27,-0.3208174384909684,prevalence
2013,M,27,-0.31967241609104574,prevalence
2014,M,27,-0.3185739049446453,prevalence
2015,M,27,-0.31753314723446513,prevalence
2016,M,27,-0.31656110163432494,prevalence
2017,M,27,-0.31566824754854833,prevalence
2018,M,27,-0.3148644097617052,prevalence
2019,M,27,-0.314158605684573,prevalence
2020,M,27,-0.31355883339465274,prevalence
2021,M,27,-0.31307198820577053,prevalence
2022,M,27,-0.3127037132680487,prevalence
2023,M,27,-0.31245830651574485,prevalence
2024,M,27,-0.31233863234414067,prevalence
2025,M,27,-0.3123461354513339,prevalence
2026,M,27,-0.3123461354513339,prevalence
2000,F,28,-0.3299676977871817,prevalence
2001,F,28,-0.3290384401492186,prevalence
2002,F,28,-0.32810181561538626,prevalence
2003,F,28,-0.32716438914420737,prevalence
2004,F,28,-0.3262331185850081,prevalence
2005,F,28,-0.32531527820239936,prevalence
2006,F,28,-0.3244183680779666,prevalence
2007,F,28,-0.3235500109924823,prevalence
2008,F,28,-0.32271784844489304,prevalence
2009,F,28,-0.3219294281153383,prevalence
2010,F,28,-0.321192097347707,prevalence
2011,F,28,-0.3205128817776292,prevalence
2012,F,28,-0.31989838566653767,prevalence
2013,F,28,-0.3193546844025882,prevalence
2014,F,28,-0.3188872435598194,prevalence
2015,F,28,-0.31850079645412244,prevalence
2016,F,28,-0.3181993085727839,prevalence
2017,F,28,-0.3179858928067421,prevalence
2018,F,28,-0.3178627664159887,prevalence
2019,F,28,-0.31783121080186094,prevalence
2020,F,28,-0.3178915557316888,prevalence
2021,F,28,-0.3180431716773788,prevalence
2022,F,28,-0.3182844783849266,prevalence
2023,F,28,-0.3186129801002408,prevalence
2024,F,28,-0.3190252857045688,prevalence
2025,F,28,-0.31951718260673195,prevalence
2026,F,28,-0.31951718260673195,prevalence
2000,M,28,-0.3347441386945429,prevalence
2001,M,28,-0.33385710495994947,prevalence
2002,M,28,-0.33292124705961124,prevalence
2003,M,28,-0.3319395391703508,prevalence
2004,M,28,-0.3309157687456696,prevalence
2005,M,28,-0.3298546230520164,prevalence
2006,M,28,-0.32876146963395736,prevalence
2007,M,28,-0.327642741394637,prevalence
2008,M,28,-0.3265054123420837,prevalence
2009,M,28,-0.3253573110526565,prevalence
2010,M,28,-0.32420688701678124,prevalence
2011,M,28,-0.32306310745789285,prevalence
2012,M,28,-0.32193538529589105,prevalence
2013,M,28,-0.3208334321514989,prevalence
2014,M,28,-0.31976712176906363,prevalence
2015,M,28,-0.31874635280835467,prevalence
2016,M,28,-0.31778088052271936,prevalence
2017,M,28,-0.31688018480068963,prevalence
2018,M,28,-0.31605330100961404,prevalence
2019,M,28,-0.31530869256551675,prevalence
2020,M,28,-0.31465409522791243,prevalence
2021,M,28,-0.3140964067218615,prevalence
2022,M,28,-0.313641566364324,prevalence
2023,M,28,-0.3132944604135219,prevalence
2024,M,28,-0.3130588424830278,prevalence
2025,M,28,-0.3129372440509184,prevalence
2026,M,28,-0.3129372440509184,prevalence
2000,F,29,-0.33013495725380815,prevalence
2001,F,29,-0.3292264597764233,prevalence
2002,F,29,-0.3283105926122534,prevalence
2003,F,29,-0.3273935874246865,prevalence
2004,F,29,-0.32648203275816345,prevalence
2005,F,29,-0.32558287636541416,prevalence
2006,F,29,-0.3247032545993339,prevalence
2007,F,29,-0.32385047703772246,prevalence
2008,F,29,-0.32303180976176754,prevalence
2009,F,29,-0.32225449446774285,prevalence
2010,F,29,-0.3215255780059816,prevalence
2011,F,29,-0.32085182657907974,prevalence
2012,F,29,-0.32023962101677306,prevalence
2013,F,29,-0.31969485887976445,prevalence
2014,F,29,-0.31922287105419284,prevalence
2015,F,29,-0.31882832491625956,prevalence
2016,F,29,-0.3185151661189038,prevalence
2017,F,29,-0.31828654808755225,prevalence
2018,F,29,-0.3181447928995612,prevalence
2019,F,29,-0.3180913365841032,prevalence
2020,F,29,-0.3181267222269968,prevalence
2021,F,29,-0.31825060506365555,prevalence
2022,F,29,-0.31846170627702364,prevalence
2023,F,29,-0.31875789077056865,prevalence
2024,F,29,-0.3191361392286719,prevalence
2025,F,29,-0.3195927568406977,prevalence
2026,F,29,-0.3195927568406977,prevalence
2000,M,29,-0.33496963639341626,prevalence
2001,M,29,-0.33413802829427003,prevalence
2002,M,29,-0.33326199854320293,prevalence
2003,M,29,-0.33234391455334955,prevalence
2004,M,29,-0.3313870021876667,prevalence
2005,M,29,-0.330395083047812,prevalence
2006,M,29,-0.32937273176437615,prevalence
2007,M,29,-0.32832521836333073,prevalence
2008,M,29,-0.3272584629736017,prevalence
2009,M,29,-0.326178996331715,prevalence
2010,M,29,-0.3250939177662764,prevalence
2011,M,29,-0.32401090278300537,prevalence
2012,M,29,-0.32293786172283423,prevalence
2013,M,29,-0.3218831585088208,prevalence
2014,M,29,-0.32085530617366387,prevalence
2015,M,29,-0.3198629122851028,prevalence
2016,M,29,-0.3189145467154335,prevalence
2017,M,29,-0.31801869704892455,prevalence
2018,M,29,-0.31718347159654603,prevalence
2019,M,29,-0.3164166575795063,prevalence
2020,M,29,-0.3157255011448153,prevalence
2021,M,29,-0.31511669253187863,prevalence
2022,M,29,-0.31459611057497544,prevalence
2023,M,29,-0.3141689018425568,prevalence
2024,M,29,-0.3138392929810737,prevalence
2025,M,29,-0.3136105834803176,prevalence
2026,M,29,-0.3136105834803176,prevalence
2000,F,30,-0.33025852549174506,prevalence
2001,F,30,-0.32936708644512797,prevalence
2002,F,30,-0.3284683734345528,prevalence
2003,F,30,-0.32756832933717217,prevalence
2004,F,30,-0.326673330407979,prevalence
2005,F,30,-0.3257900265444319,prevalence
2006,F,30,-0.3249252836398226,prevalence
2007,F,30,-0.3240860943076965,prevalence
2008,F,30,-0.32327947988339695,prevalence
2009,F,30,-0.3225124046088752,prevalence
2010,F,30,-0.3217916915410536,prevalence
2011,F,30,-0.3211238554462678,prevalence
2012,F,30,-0.32051509196775335,prevalence
2013,F,30,-0.3199711375768716,prevalence
2014,F,30,-0.31949720815400035,prevalence
2015,F,30,-0.31909788445859943,prevalence
2016,F,30,-0.31877707872906236,prevalence
2017,F,30,-0.3185379263931183,prevalence
2018,F,30,-0.3183828919513534,prevalence
2019,F,30,-0.3183134268108533,prevalence
2020,F,30,-0.3183302395380053,prevalence
2021,F,30,-0.3184332251898822,prevalence
2022,F,30,-0.31862130075466777,prevalence
2023,F,30,-0.31889259663752867,prevalence
2024,F,30,-0.3192444336010582,prevalence
2025,F,30,-0.31967334542655107,prevalence
2026,F,30,-0.31967334542655107,prevalence
2000,M,30,-0.3351348643805224,prevalence
2001,M,30,-0.3343529644127587,prevalence
2002,M,30,-0.3335307281116273,prevalence
2003,M,30,-0.33267019466387326,prevalence
2004,M,30,-0.3317740967706116,prevalence
2005,M,30,-0.3308455507078407,prevalence
2006,M,30,-0.32988850276868015,prevalence
2007,M,30,-0.3289072707233653,prevalence
2008,M,30,-0.32790684620650357,prevalence
2009,M,30,-0.3268927171582601,prevalence
2010,M,30,-0.32587087126447595,prevalence
2011,M,30,-0.32484771622989805,prevalence
2012,M,30,-0.3238300433839139,prevalence
2013,M,30,-0.3228249321645737,prevalence
2014,M,30,-0.321839706614725,prevalence
2015,M,30,-0.32088178288131797,prevalence
2016,M,30,-0.31995864110070227,prevalence
2017,M,30,-0.31907769840779726,prevalence
2018,M,30,-0.31824621500735506,prevalence
2019,M,30,-0.3174711985572479,prevalence
2020,M,30,-0.3167593091317215,prevalence
2021,M,30,-0.31611677497951574,prevalence
2022,M,30,-0.31554928258380927,prevalence
2023,M,30,-0.31506192659251003,prevalence
2024,M,30,-0.31465912199951795,prevalence
2025,M,30,-0.31434454894336883,prevalence
2026,M,30,-0.31434454894336883,prevalence
2000,F,31,-0.3303416173708187,prevalence
2001,F,31,-0.3294637450691518,prevalence
2002,F,31,-0.3285787186656076,prevalence
2003,F,31,-0.32769236194697754,prevalence
2004,F,31,-0.326810833131636,prevalence
2005,F,31,-0.3259405591497042,prevalence
2006,F,31,-0.32508821133694954,prevalence
2007,F,31,-0.32426052468830124,prevalence
2008,F,31,-0.32346432977370193,prevalence
2009,F,31,-0.3227064115117365,prevalence
2010,F,31,-0.32199330105825985,prevalence
2011,F,31,-0.32133138735483435,prevalence
2012,F,31,-0.3207266940413815,prevalence
2013,F,31,-0.3201848212549745,prevalence
2014,F,31,-0.31971086024801276,prevalence
2015,F,31,-0.31930933384667054,prevalence
2016,F,31,-0.31898409569565234,prevalence
2017,F,31,-0.3187383070063421,prevalence
2018,F,31,-0.3185743565596082,prevalence
2019,F,31,-0.31849386750460124,prevalence
2020,F,31,-0.318497618468168,prevalence
2021,F,31,-0.3185855642810961,prevalence
2022,F,31,-0.3187568778622963,prevalence
2023,F,31,-0.31900983934546406,prevalence
2024,F,31,-0.31934197404131237,prevalence
2025,F,31,-0.3197501377843179,prevalence
2026,F,31,-0.3197501377843179,prevalence
2000,M,31,-0.33524685723598957,prevalence
2001,M,31,-0.33450954561879404,prevalence
2002,M,31,-0.33373571738971863,prevalence
2003,M,31,-0.3329272559254035,prevalence
2004,M,31,-0.33208630657551425,prevalence
2005,M,31,-0.33121563781594987,prevalence
2006,M,31,-0.3303184892732487,prevalence
2007,M,31,-0.3293985379057998,prevalence
2008,M,31,-0.3284599876709138,prevalence
2009,M,31,-0.3275074369208932,prevalence
2010,M,31,-0.32654592826139417,prevalence
2011,M,31,-0.32558088189055867,prevalence
2012,M,31,-0.32461804071618483,prevalence
2013,M,31,-0.3236634150568045,prevalence
2014,M,31,-0.32272326555834907,prevalence
2015,M,31,-0.3218039358941931,prevalence
2016,M,31,-0.32091194433688763,prevalence
2017,M,31,-0.3200537023694665,prevalence
2018,M,31,-0.3192356133600565,prevalence
2019,M,31,-0.31846391089155923,prevalence
2020,M,31,-0.3177445678622857,prevalence
2021,M,31,-0.31708337400014,prevalence
2022,M,31,-0.31648554426453834,prevalence
2023,M,31,-0.3159560269895313,prevalence
2024,M,31,-0.31549914808550933,prevalence
2025,M,31,-0.31511872641147687,prevalence
2026,M,31,-0.31511872641147687,prevalence
2000,F,32,-0.33038778531022434,prevalence
2001,F,32,-0.3295201114058587,prevalence
2002,F,32,-0.3286455462013114,prevalence
2003,F,32,-0.32776974891481386,prevalence
2004,F,32,-0.3268987430420717,prevalence
2005,F,32,-0.32603879107623696,prevalence
2006,F,32,-0.3251963698528892,prevalence
2007,F,32,-0.324378082323702,prevalence
2008,F,32,-0.32359057076009534,prevalence
2009,F,32,-0.32284041405877245,prevalence
2010,F,32,-0.3221340577073787,prevalence
2011,F,32,-0.32147771279172427,prevalence
2012,F,32,-0.3208772696842203,prevalence
2013,F,32,-0.3203382128876304,prevalence
2014,F,32,-0.31986554089934033,prevalence
2015,F,32,-0.31946369259290036,prevalence
2016,F,32,-0.31913648144931134,prevalence
2017,F,32,-0.31888703888412573,prevalence
2018,F,32,-0.3187177635948054,prevalence
2019,F,32,-0.31863030492363426,prevalence
2020,F,32,-0.3186254999764895,prevalence
2021,F,32,-0.31870339212189774,prevalence
2022,F,32,-0.31886324678054007,prevalence
2023,F,32,-0.3191034952726214,prevalence
2024,F,32,-0.31942182927682267,prevalence
2025,F,32,-0.3198151997859009,prevalence
2026,F,32,-0.3198151997859009,prevalence
2000,M,32,-0.33531227324591995,prevalence
2001,M,32,-0.3346148879677176,prevalence
2002,M,32,-0.3338846440593187,prevalence
2003,M,32,-0.33312304643864765,prevalence
2004,M,32,-0.3323320658142423,prevalence
2005,M,32,-0.3315140290537838,prevalence
2006,M,32,-0.3306716401041269,prevalence
2007,M,32,-0.32980808065872813,prevalence
2008,M,32,-0.32892685398993937,prevalence
2009,M,32,-0.3280318649015531,prevalence
2010,M,32,-0.3271273808061451,prevalence
2011,M,32,-0.326217971540968,prevalence
2012,M,32,-0.32530848329518847,prevalence
2013,M,32,-0.32440410342895926,prevalence
2014,M,32,-0.3235100663092407,prevalence
2015,M,32,-0.3226318791826146,prevalence
2016,M,32,-0.3217750827633299,prevalence
2017,M,32,-0.32094527470165773,prevalence
2018,M,32,-0.32014800848516806,prevalence
2019,M,32,-0.31938885265475375,prevalence
2020,M,32,-0.3186730587764443,prevalence
2021,M,32,-0.3180057915551188,prevalence
2022,M,32,-0.31739191792863236,prevalence
2023,M,32,-0.3168359787332042,prevalence
2024,M,32,-0.3163421498009472,prevalence
2025,M,32,-0.31591416450723514,prevalence
2026,M,32,-0.31591416450723514,prevalence
2000,F,33,-0.3304005543195367,prevalence
2001,F,33,-0.32954008207990637,prevalence
2002,F,33,-0.3286729955639684,prevalence
2003,F,33,-0.32780486243370116,prevalence
2004,F,33,-0.32694159091849817,prevalence
2005,F,33,-0.3260893352975422,prevalence
2006,F,33,-0.3252544556969889,prevalence
2007,F,33,-0.3244434306631258,prevalence
2008,F,33,-0.32366276579706293,prevalence
2009,F,33,-0.32291893640766706,prevalence
2010,F,33,-0.32221826178216867,prevalence
2011,F,33,-0.32156683053117324,prevalence
2012,F,33,-0.3209704330530539,prevalence
2013,F,33,-0.32043445246069185,prevalence
2014,F,33,-0.3199638249461258,prevalence
2015,F,33,-0.3195629148596131,prevalence
2016,F,33,-0.3192354813729801,prevalence
2017,F,33,-0.3189846279609819,prevalence
2018,F,33,-0.3188127520371496,prevalence
2019,F,33,-0.31872148918948356,prevalence
2020,F,33,-0.31871171437127754,prevalence
2021,F,33,-0.3187835577900484,prevalence
2022,F,33,-0.3189362829737098,prevalence
2023,F,33,-0.31916842561671716,prevalence
2024,F,33,-0.31947782902283633,prevalence
2025,F,33,-0.31986149592251784,prevalence
2026,F,33,-0.31986149592251784,prevalence
2000,M,33,-0.3353370608486107,prevalence
2001,M,33,-0.33467548101532024,prevalence
2002,M,33,-0.33398434477134864,prevalence
2003,M,33,-0.33326500971840817,prevalence
2004,M,33,-0.3325191581343449,prevalence
2005,M,33,-0.33174880614622615,prevalence
2006,M,33,-0.33095630370932483,prevalence
2007,M,33,-0.3301443273068376,prevalence
2008,M,33,-0.32931588957852687,prevalence
2009,M,33,-0.32847433375375995,prevalence
2010,M,33,-0.32762323959543577,prevalence
2011,M,33,-0.32676651144130947,prevalence
2012,M,33,-0.3259082864777079,prevalence
2013,M,33,-0.3250529186086732,prevalence
2014,M,33,-0.3242049423913487,prevalence
2015,M,33,-0.3233690085131873,prevalence
2016,M,33,-0.3225499690129591,prevalence
2017,M,33,-0.32175258084026265,prevalence
2018,M,33,-0.3209817059238167,prevalence
2019,M,33,-0.32024214346596047,prevalence
2020,M,33,-0.3195386025008797,prevalence
2021,M,33,-0.3188756538600868,prevalence
2022,M,33,-0.3182576750436637,prevalence
2023,M,33,-0.3176888365787361,prevalence
2024,M,33,-0.31717299893532835,prevalence
2025,M,33,-0.3167137140025099,prevalence
2026,M,33,-0.3167137140025099,prevalence
2000,F,34,-0.3303837351464628,prevalence
2001,F,34,-0.32952773554502834,prevalence
2002,F,34,-0.32866541549415285,prevalence
2003,F,34,-0.3278022802635247,prevalence
2004,F,34,-0.32694416941408094,prevalence
2005,F,34,-0.3260971641568502,prevalence
2006,F,34,-0.32526754407252706,prevalence
2007,F,34,-0.32446170255932916,prevalence
2008,F,34,-0.3236860453446954,prevalence
2009,F,34,-0.3229470026343312,prevalence
2010,F,34,-0.32225075424350924,prevalence
2011,F,34,-0.32160332847401996,prevalence
2012,F,34,-0.3210104278255619,prevalence
2013,F,34,-0.3204773773721302,prevalence
2014,F,34,-0.3200090695363995,prevalence
2015,F,34,-0.31960975960988214,prevalence
2016,F,34,-0.3192831919541929,prevalence
2017,F,34,-0.319032431225996,prevalence
2018,F,34,-0.31885986615575274,prevalence
2019,F,34,-0.31876711972788824,prevalence
2020,F,34,-0.31875508146814396,prevalence
2021,F,34,-0.3188238662323117,prevalence
2022,F,34,-0.318972796702091,prevalence
2023,F,34,-0.31920052030046303,prevalence
2024,F,34,-0.31950481551747273,prevalence
2025,F,34,-0.31988280792599705,prevalence
2026,F,34,-0.31988280792599705,prevalence
2000,M,34,-0.3353269668339808,prevalence
2001,M,34,-0.33469740480028043,prevalence
2002,M,34,-0.33404131542947757,prevalence
2003,M,34,-0.3333599339413199,prevalence
2004,M,34,-0.33265470991816,prevalence
2005,M,34,-0.33192743360872196,prevalence
2006,M,34,-0.3311801375715196,prevalence
2007,M,34,-0.3304151453113934,prevalence
2008,M,34,-0.32963504579256714,prevalence
2009,M,34,-0.3288426890828683,prevalence
2010,M,34,-0.32804117172049446,prevalence
2011,M,34,-0.3272338229988193,prevalence
2012,M,34,-0.32642418135059564,prevalence
2013,M,34,-0.3256159768284887,prevalence
2014,M,34,-0.32481308986215707,prevalence
2015,M,34,-0.32401954621873597,prevalence
2016,M,34,-0.32323940666853473,prevalence
2017,M,34,-0.3224769390037452,prevalence
2018,M,34,-0.32173626346594775,prevalence
2019,M,34,-0.32102157783804014,prevalence
2020,M,34,-0.3203370196249981,prevalence
2021,M,34,-0.3196865995360748,prevalence
2022,M,34,-0.3190743138842014,prevalence
2023,M,34,-0.31850381930919686,prevalence
2024,M,34,-0.31797865384209134,prevalence
2025,M,34,-0.31750219727269147,prevalence
2026,M,34,-0.31750219727269147,prevalence
2000,F,35,-0.3303412230808298,prevalence
2001,F,35,-0.3294872816408184,prevalence
2002,F,35,-0.3286273493306935,prevalence
2003,F,35,-0.3277667986574981,prevalence
2004,F,35,-0.3269115065920928,prevalence
2005,F,35,-0.3260675213311951,prevalence
2006,F,35,-0.3252410227759171,prevalence
2007,F,35,-0.3244383709627942,prevalence
2008,F,35,-0.3236659369817494,prevalence
2009,F,35,-0.32293003451908914,prevalence
2010,F,35,-0.32223684618388515,prevalence
2011,F,35,-0.3215923122857311,prevalence
2012,F,35,-0.3210020910609851,prevalence
2013,F,35,-0.32047148491177047,prevalence
2014,F,35,-0.32000524454963536,prevalence
2015,F,35,-0.3196076632594243,prevalence
2016,F,35,-0.31928242504623716,prevalence
2017,F,35,-0.31903256411007813,prevalence
2018,F,35,-0.31886044593339774,prevalence
2019,F,35,-0.3187676808761357,prevalence
2020,F,35,-0.3187551531549103,prevalence
2021,F,35,-0.3188229816036104,prevalence
2022,F,35,-0.3189705199266513,prevalence
2023,F,35,-0.3191963825165893,prevalence
2024,F,35,-0.31949843205316286,prevalence
2025,F,35,-0.31987383963881094,prevalence
2026,F,35,-0.31987383963881094,prevalence
2000,M,35,-0.3352875371616798,prevalence
2001,M,35,-0.3346865387926214,prevalence
2002,M,35,-0.33406173539186507,prevalence
2003,M,35,-0.333414253360169,prevalence
2004,M,35,-0.332745434202479,prevalence
2005,M,35,-0.3320568493996186,prevalence
2006,M,35,-0.3313502872184871,prevalence
2007,M,35,-0.3306278157715113,prevalence
2008,M,35,-0.3298916598213254,prevalence
2009,M,35,-0.3291443022931701,prevalence
2010,M,35,-0.328388435446981,prevalence
2011,M,35,-0.32762693609119287,prevalence
2012,M,35,-0.3268628520377002,prevalence
2013,M,35,-0.32609940243734375,prevalence
2014,M,35,-0.3253399312581621,prevalence
2015,M,35,-0.32458793006400205,prevalence
2016,M,35,-0.3238469325995056,prevalence
2017,M,35,-0.3231205595290023,prevalence
2018,M,35,-0.3224124607274936,prevalence
2019,M,35,-0.32172628628236016,prevalence
2020,M,35,-0.32106565704484213,prevalence
2021,M,35,-0.3204341259016721,prevalence
2022,M,35,-0.31983518465929456,prevalence
2023,M,35,-0.31927215611866394,prevalence
2024,M,35,-0.31874824132276225,prevalence
2025,M,35,-0.31826644900282675,prevalence
2026,M,35,-0.31826644900282675,prevalence
2000,F,36,-0.3302771640780948,prevalence
2001,F,36,-0.329423227979596,prevalence
2002,F,36,-0.32856352254584426,prevalence
2003,F,36,-0.32770350883631216,prevalence
2004,F,36,-0.32684896516522605,prevalence
2005,F,36,-0.32600591182644784,prevalence
2006,F,36,-0.3251805436497577,prevalence
2007,F,36,-0.3243792227933953,prevalence
2008,F,36,-0.3236082264905263,prevalence
2009,F,36,-0.3228738635590551,prevalence
2010,F,36,-0.32218223635081644,prevalence
2011,F,36,-0.3215393562769425,prevalence
2012,F,36,-0.32095074278763225,prevalence
2013,F,36,-0.3204216691136282,prevalence
2014,F,36,-0.3199568708140315,prevalence
2015,F,36,-0.3195606556303481,prevalence
2016,F,36,-0.31923661921147656,prevalence
2017,F,36,-0.31898779562651375,prevalence
2018,F,36,-0.31881651440781655,prevalence
2019,F,36,-0.3187243851157294,prevalence
2020,F,36,-0.31871226239461853,prevalence
2021,F,36,-0.3187803119567023,prevalence
2022,F,36,-0.3189278334658779,prevalence
2023,F,36,-0.3191534655322183,prevalence
2024,F,36,-0.31945508991201227,prevalence
2025,F,36,-0.3198298891657814,prevalence
2026,F,36,-0.3198298891657814,prevalence
2000,M,36,-0.33522427877233063,prevalence
2001,M,36,-0.3346484954661626,prevalence
2002,M,36,-0.33405145025845406,prevalence
2003,M,36,-0.3334340789680345,prevalence
2004,M,36,-0.33279763158870096,prevalence
2005,M,36,-0.332143569296795,prevalence
2006,M,36,-0.33147347389652526,prevalence
2007,M,36,-0.33078916483878024,prevalence
2008,M,36,-0.33009264471370553,prevalence
2009,M,36,-0.3293860631982632,prevalence
2010,M,36,-0.32867187762918026,prevalence
2011,M,36,-0.32795251137535714,prevalence
2012,M,36,-0.32723066175618926,prevalence
2013,M,36,-0.3265091481350771,prevalence
2014,M,36,-0.3257908833514121,prevalence
2015,M,36,-0.3250788931455644,prevalence
2016,M,36,-0.32437628158420523,prevalence
2017,M,36,-0.3236861895040209,prevalence
2018,M,36,-0.3230118539287311,prevalence
2019,M,36,-0.322356423075515,prevalence
2020,M,36,-0.32172312375317874,prevalence
2021,M,36,-0.3211150624104162,prevalence
2022,M,36,-0.32053532712913074,prevalence
2023,M,36,-0.3199868990969049,prevalence
2024,M,36,-0.31947264655152663,prevalence
2025,M,36,-0.318995288970039,prevalence
2026,M,36,-0.318995288970039,prevalence
2000,F,37,-0.3301956448270426,prevalence
2001,F,37,-0.3293400090425087,prevalence
2002,F,37,-0.32847881926699424,prevalence
2003,F,37,-0.32761752955749296,prevalence
2004,F,37,-0.32676195769725286,prevalence
2005,F,37,-0.3259180798188911,prevalence
2006,F,37,-0.32509208279985985,prevalence
2007,F,37,-0.3242903328043517,prevalence
2008,F,37,-0.3235190853101441,prevalence
2009,F,37,-0.32278464746198016,prevalence
2010,F,37,-0.32209311300825294,prevalence
2011,F,37,-0.32145039216476484,prevalence
2012,F,37,-0.3208620776237274,prevalence
2013,F,37,-0.320333377393152,prevalence
2014,F,37,-0.31986903662481536,prevalence
2015,F,37,-0.3194732928522322,prevalence
2016,F,37,-0.31914975432247245,prevalence
2017,F,37,-0.3189014674902357,prevalence
2018,F,37,-0.31873070714143503,prevalence
2019,F,37,-0.318639084016347,prevalence
2020,F,37,-0.31862746035893763,prevalence
2021,F,37,-0.31869594506558463,prevalence
2022,F,37,-0.3188438956837936,prevalence
2023,F,37,-0.31906992334369405,prevalence
2024,F,37,-0.3193719122787736,prevalence
2025,F,37,-0.31974707319162554,prevalence
2026,F,37,-0.31974707319162554,prevalence
2000,M,37,-0.33514264109518227,prevalence
2001,M,37,-0.3345889925354518,prevalence
2002,M,37,-0.33401620966723206,prevalence
2003,M,37,-0.33342530050685565,prevalence
2004,M,37,-0.33281737676959455,prevalence
2005,M,37,-0.3321937813937679,prevalence
2006,M,37,-0.3315559731177054,prevalence
2007,M,37,-0.3309055777833812,prevalence
2008,M,37,-0.3302444418301413,prevalence
2009,M,37,-0.3295745480408454,prevalence
2010,M,37,-0.3288979135879137,prevalence
2011,M,37,-0.3282168666382319,prevalence
2012,M,37,-0.32753372500451355,prevalence
2013,M,37,-0.3268509918130211,prevalence
2014,M,37,-0.32617122366918744,prevalence
2015,M,37,-0.32549717463905875,prevalence
2016,M,37,-0.3248315277450388,prevalence
2017,M,37,-0.3241770595435076,prevalence
2018,M,37,-0.3235366032413469,prevalence
2019,M,37,-0.3229129723590266,prevalence
2020,M,37,-0.32230902049381127,prevalence
2021,M,37,-0.3217275197645353,prevalence
2022,M,37,-0.3211711860096798,prevalence
2023,M,37,-0.32064270349020824,prevalence
2024,M,37,-0.32014461641122444,prevalence
2025,M,37,-0.31967941476674266,prevalence
2026,M,37,-0.31967941476674266,prevalence
2000,F,38,-0.3301009593211097,prevalence
2001,F,38,-0.3292422855148849,prevalence
2002,F,38,-0.3283782447644651,prevalence
2003,F,38,-0.32751427417849704,prevalence
2004,F,38,-0.32665616321300883,prevalence
2005,F,38,-0.3258099351029762,prevalence
2006,F,38,-0.32498178936624106,prevalence
2007,F,38,-0.3241780235652336,prevalence
2008,F,38,-0.3234049494687657,prevalence
2009,F,38,-0.3226688443468867,prevalence
2010,F,38,-0.32197580833713935,prevalence
2011,F,38,-0.3213317381910702,prevalence
2012,F,38,-0.3207422183442473,prevalence
2013,F,38,-0.3202124485366312,prevalence
2014,F,38,-0.319747170483629,prevalence
2015,F,38,-0.31935059707220526,prevalence
2016,F,38,-0.319026338981269,prevalence
2017,F,38,-0.31877747031918424,prevalence
2018,F,38,-0.3186062140080675,prevalence
2019,F,38,-0.31851420269154995,prevalence
2020,F,38,-0.3185022935978432,prevalence
2021,F,38,-0.3185705964923246,prevalence
2022,F,38,-0.3187184771457179,prevalence
2023,F,38,-0.3189445566644042,prevalence
2024,F,38,-0.31924672274740734,prevalence
2025,F,38,-0.31962218421637173,prevalence
2026,F,38,-0.31962218421637173,prevalence
2000,M,38,-0.33504810873825547,prevalence
2001,M,38,-0.3345134755308804,prevalence
2002,M,38,-0.33396167837288226,prevalence
2003,M,38,-0.3333936484237225,prevalence
2004,M,38,-0.3328104481322495,prevalence
2005,M,38,-0.3322133962774251,prevalence
2006,M,38,-0.3316037618999627,prevalence
2007,M,38,-0.33098320147833366,prevalence
2008,M,38,-0.33035325664299364,prevalence
2009,M,38,-0.32971578250738853,prevalence
2010,M,38,-0.329072640762906,prevalence
2011,M,38,-0.3284259421972454,prevalence
2012,M,38,-0.3277778310783664,prevalence
